Age,Gender,Region,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
27,Male,Europe,19,7,2,0,52.04981183563071,PayPal,Tablet,0
35,Male,Asia,1,6,1,4,55.148997733127345,PayPal,Tablet,0
39,Male,Europe,1,5,0,1,60.83687436503084,Direct Debit,Desktop,1
49,Male,North America,10,9,2,0,70.46727713261512,Credit Card,Tablet,0
44,Female,Europe,24,9,0,2,63.68588258801213,Direct Debit,Tablet,0
56,Male,North America,7,7,4,0,10.89701269206089,Direct Debit,Mobile,0
27,Male,South America,6,7,2,2,63.58847700836006,Direct Debit,Desktop,0
43,Female,Europe,9,10,1,2,81.92643305932613,Direct Debit,Tablet,0
36,Female,Europe,24,10,1,5,51.17430878268828,Direct Debit,Desktop,0
56,Male,Europe,10,8,1,5,39.89210218951022,Credit Card,Tablet,1
26,Female,North America,24,10,3,3,66.36580143671203,Credit Card,Mobile,0
26,Female,North America,24,10,1,4,45.96216368068859,Credit Card,Tablet,0
29,Male,North America,7,9,2,3,33.48892634220654,PayPal,Tablet,1
18,Female,Europe,14,10,0,0,69.90752224002381,Direct Debit,Tablet,0
29,Male,North America,5,10,3,3,46.17694921010498,Direct Debit,Tablet,0
27,Female,South America,6,10,4,0,67.34551567974046,Direct Debit,Mobile,0
36,Female,Asia,6,8,1,4,38.07000267182456,Direct Debit,Tablet,0
38,Female,Europe,1,9,0,5,63.45144116320327,PayPal,Desktop,1
53,Female,Asia,1,7,1,3,21.823447955430563,Direct Debit,Tablet,0
44,Female,South America,3,5,5,2,46.58305944342375,Direct Debit,Tablet,1
29,Male,Europe,20,10,4,5,35.02083816854378,Credit Card,Tablet,0
26,Female,Asia,6,10,3,1,51.21686413555246,Credit Card,Mobile,1
39,Female,Asia,17,10,0,2,41.681610130424474,Direct Debit,Mobile,0
21,Male,Asia,14,10,2,5,44.434709392543084,PayPal,Mobile,0
53,Male,South America,24,10,3,2,30.994259581211313,Direct Debit,Tablet,0
46,Female,South America,1,10,6,0,73.9934484786996,PayPal,Desktop,1
30,Male,Europe,24,10,1,5,10.0,Credit Card,Tablet,0
18,Female,North America,12,10,4,5,34.14516242360033,Direct Debit,Desktop,1
48,Male,North America,1,8,1,0,56.894947893967526,PayPal,Tablet,1
33,Female,Europe,24,10,2,0,65.39518447463163,PayPal,Tablet,0
47,Male,Asia,8,8,1,1,74.26134662169883,PayPal,Desktop,0
19,Male,Asia,11,10,2,0,49.68566370089387,Credit Card,Mobile,0
29,Male,South America,17,10,2,3,36.912129202861195,Credit Card,Mobile,0
35,Female,Europe,5,8,2,5,43.32510705857266,Direct Debit,Mobile,0
35,Male,North America,7,10,2,1,19.49765210287039,PayPal,Tablet,0
30,Male,Europe,9,10,0,5,39.0314535941645,Direct Debit,Tablet,1
41,Male,Asia,3,10,1,4,87.02224406712915,Direct Debit,Mobile,1
24,Female,Asia,12,10,3,4,32.347973508614714,PayPal,Desktop,1
33,Female,North America,11,10,3,0,67.55477717210707,Direct Debit,Mobile,1
36,Male,Europe,1,9,4,5,40.88451964585505,PayPal,Desktop,1
40,Female,Asia,3,6,3,4,62.62130267658275,PayPal,Mobile,1
42,Female,Europe,1,6,4,5,58.09254007384796,PayPal,Tablet,1
23,Female,North America,9,8,3,2,35.59729577871957,PayPal,Desktop,0
19,Female,South America,13,10,2,4,42.40956443229119,Direct Debit,Tablet,0
47,Male,North America,10,10,4,4,31.50350922770356,PayPal,Mobile,1
38,Female,South America,21,10,2,4,46.27172775121386,Direct Debit,Tablet,0
27,Male,North America,13,10,3,2,49.465208343843145,Direct Debit,Desktop,1
50,Male,South America,2,8,2,4,92.60858938825598,Credit Card,Mobile,0
36,Female,South America,7,6,2,4,11.311891102396068,Credit Card,Mobile,0
46,Male,North America,24,10,0,0,41.07096106000635,Credit Card,Tablet,0
35,Male,Asia,23,10,1,1,10.0,PayPal,Mobile,0
55,Male,Europe,14,10,2,3,71.71541525085652,Direct Debit,Desktop,0
52,Female,South America,6,8,2,0,61.03685434699288,Credit Card,Desktop,0
32,Male,Asia,8,10,1,0,26.176340545308697,Credit Card,Desktop,0
44,Male,Asia,7,9,4,4,36.794520282006246,Direct Debit,Mobile,0
41,Female,Europe,13,10,3,5,50.26718863731557,PayPal,Mobile,0
48,Male,Europe,24,7,1,2,22.92229302271086,Credit Card,Desktop,0
25,Female,North America,24,10,2,1,20.360149635630314,Direct Debit,Mobile,0
41,Male,North America,17,10,0,5,49.159463732983255,Credit Card,Desktop,0
45,Female,Europe,11,6,1,0,31.77185040116641,PayPal,Desktop,0
18,Male,South America,5,7,4,2,80.11364510639058,Credit Card,Desktop,1
23,Male,South America,17,10,2,4,27.70767202591003,Direct Debit,Desktop,0
18,Female,South America,21,10,2,0,18.985616174004505,Credit Card,Desktop,0
32,Female,North America,24,9,1,5,68.74693291191173,Credit Card,Tablet,0
42,Female,South America,6,8,1,0,74.29159646680205,Direct Debit,Desktop,1
50,Female,North America,1,8,4,3,26.34900737245932,Credit Card,Tablet,1
35,Male,South America,2,7,2,0,33.5923944812644,Direct Debit,Mobile,1
51,Female,Asia,5,8,0,4,49.0688653719289,PayPal,Tablet,0
21,Male,Europe,18,7,5,0,21.699424965872907,Credit Card,Desktop,1
18,Male,Europe,13,10,2,0,35.1892729389565,Direct Debit,Mobile,0
34,Female,Europe,17,9,1,0,71.91470534720945,PayPal,Mobile,0
38,Male,South America,10,10,1,5,68.75818740836364,Credit Card,Tablet,0
34,Female,Asia,24,10,1,0,43.130196114272174,PayPal,Tablet,0
18,Male,North America,23,9,0,1,28.059603825696065,Direct Debit,Mobile,0
34,Female,North America,24,9,6,1,38.191867588921866,PayPal,Tablet,0
21,Male,North America,19,10,1,3,74.0788575584537,Credit Card,Desktop,0
41,Female,North America,1,7,2,1,28.241860248412436,Credit Card,Desktop,1
38,Male,South America,24,10,0,2,37.32743298300524,Direct Debit,Tablet,0
25,Male,Europe,5,8,1,4,24.73760993078237,Credit Card,Mobile,0
29,Male,Europe,10,6,2,2,43.200133408604515,Direct Debit,Tablet,0
24,Male,Europe,24,10,2,3,41.91510835239938,Credit Card,Desktop,0
34,Male,Europe,9,8,1,4,52.13950869618918,Direct Debit,Tablet,0
44,Male,Asia,11,8,4,4,55.312763638839634,Direct Debit,Desktop,0
25,Male,Asia,24,10,2,0,39.13718310587587,Credit Card,Mobile,0
40,Male,South America,20,10,3,4,52.46745383795637,Credit Card,Tablet,1
29,Female,North America,14,9,2,4,83.61176492636783,PayPal,Mobile,0
27,Male,Asia,13,8,1,1,54.18008180278274,Direct Debit,Tablet,0
33,Female,Asia,7,9,3,3,48.163762139430354,Credit Card,Mobile,0
24,Female,Asia,15,10,1,1,43.08050562695784,Credit Card,Mobile,0
29,Female,Asia,19,10,2,3,45.47238829035336,PayPal,Tablet,0
23,Male,North America,16,10,3,3,47.86081745621467,PayPal,Tablet,1
54,Male,South America,3,6,2,5,67.42727773950867,Direct Debit,Tablet,1
35,Female,South America,23,10,3,1,77.68266508798607,PayPal,Desktop,0
28,Male,Europe,14,9,1,5,17.224276724523627,Credit Card,Desktop,0
37,Male,Europe,1,4,1,3,12.064772622245258,PayPal,Desktop,1
33,Female,North America,6,8,0,0,38.916450276844685,Direct Debit,Mobile,0
32,Male,South America,24,10,2,1,34.069950674846595,PayPal,Desktop,0
41,Female,Asia,4,6,3,3,66.9451840922726,Credit Card,Mobile,1
42,Female,Europe,9,10,2,1,49.253173250187075,Credit Card,Mobile,0
29,Male,Asia,12,7,2,2,36.86129239382137,Direct Debit,Tablet,1
29,Female,South America,13,10,3,2,15.557122983561463,Credit Card,Mobile,1
32,Female,North America,19,10,1,1,80.51890781176482,Direct Debit,Tablet,0
18,Female,Asia,22,10,2,2,82.7446353330239,Direct Debit,Tablet,0
19,Female,South America,24,10,1,0,59.528021586125135,PayPal,Mobile,0
48,Male,Asia,14,8,0,4,55.16641066638643,PayPal,Mobile,0
51,Female,South America,4,5,0,2,64.83472025233047,Credit Card,Tablet,0
32,Female,South America,17,10,2,5,51.234669785947034,Direct Debit,Tablet,0
40,Male,Asia,10,6,2,2,68.86044957033455,PayPal,Mobile,0
38,Female,Asia,9,6,1,5,19.75251742733723,Direct Debit,Mobile,0
65,Male,Europe,1,3,2,3,70.7675948765221,Credit Card,Mobile,0
46,Female,South America,19,9,3,3,80.55955023696349,Direct Debit,Tablet,0
33,Male,Europe,24,10,3,2,64.74597345173868,Direct Debit,Tablet,0
25,Male,South America,8,10,2,3,84.41806480277528,Direct Debit,Desktop,0
18,Female,Europe,5,9,1,5,33.568305823611595,Direct Debit,Tablet,1
37,Male,Asia,2,8,1,5,45.07678578640212,Direct Debit,Mobile,0
27,Male,South America,24,10,1,0,60.221330915562035,Direct Debit,Mobile,0
20,Female,Asia,17,10,4,2,60.87431928038576,PayPal,Tablet,1
28,Male,Asia,10,9,4,3,33.77197501035383,Direct Debit,Mobile,1
24,Female,Asia,8,7,1,2,62.19779739844987,PayPal,Desktop,0
51,Female,Europe,24,10,2,1,37.95645081978114,Direct Debit,Mobile,0
43,Male,Europe,2,6,2,5,46.08385259171787,Credit Card,Tablet,1
34,Female,Europe,7,10,2,2,12.996070907067988,Credit Card,Desktop,0
49,Female,Asia,6,8,3,0,55.87827025254778,Credit Card,Mobile,1
35,Male,Europe,5,10,2,0,19.696034402141848,Direct Debit,Mobile,0
26,Male,South America,7,9,1,3,54.50124512112953,PayPal,Mobile,0
50,Male,Europe,15,10,1,0,33.328583560545084,Direct Debit,Tablet,0
40,Female,Europe,24,10,0,3,49.09204503172351,Direct Debit,Mobile,0
24,Male,Asia,8,7,1,4,35.503345731345526,Direct Debit,Mobile,0
33,Male,Europe,16,10,2,4,32.20205696968196,PayPal,Mobile,0
26,Male,Europe,8,8,6,1,44.916568786998376,Credit Card,Desktop,0
21,Female,Europe,13,10,3,2,66.44422637702152,Direct Debit,Mobile,1
44,Female,Europe,19,10,1,4,44.53817082050396,PayPal,Mobile,0
54,Female,Asia,8,6,3,2,33.96972267826515,Credit Card,Mobile,1
21,Female,Asia,24,10,0,0,65.1128011632885,PayPal,Desktop,0
40,Female,Europe,10,10,1,5,45.711995699263944,PayPal,Mobile,0
28,Male,Asia,24,10,2,4,75.0807639149525,Direct Debit,Mobile,0
30,Male,Asia,14,8,1,3,24.078938369077463,PayPal,Desktop,0
29,Female,Asia,20,10,4,4,67.88719232254789,Credit Card,Tablet,1
26,Male,Europe,7,7,1,4,64.46564874292737,PayPal,Desktop,0
35,Male,Asia,3,8,0,4,33.1637538820397,PayPal,Mobile,1
26,Male,South America,10,10,0,2,10.0,Credit Card,Tablet,0
37,Female,North America,2,6,0,3,40.21658486867968,Direct Debit,Tablet,0
34,Male,Europe,5,10,5,3,59.15531387292045,Credit Card,Desktop,1
32,Female,South America,7,7,0,0,24.39806321265901,Credit Card,Tablet,0
25,Female,Asia,13,10,4,4,67.7821644591856,Credit Card,Tablet,1
29,Male,Europe,18,10,0,2,47.89536324677046,Direct Debit,Mobile,0
42,Male,Europe,9,10,2,2,19.750717581643194,Credit Card,Desktop,1
40,Male,North America,2,8,2,2,60.451574562960076,PayPal,Desktop,0
25,Male,Asia,6,8,1,1,21.43917970317974,Credit Card,Tablet,0
35,Female,Europe,21,10,1,1,93.39006814987178,Credit Card,Mobile,0
42,Male,North America,18,10,6,0,59.49763160638014,PayPal,Mobile,1
18,Female,South America,8,10,3,4,78.54026128758593,PayPal,Desktop,1
40,Male,South America,8,6,2,0,46.76713613733461,Credit Card,Tablet,0
28,Female,South America,18,10,3,1,24.880784279437723,PayPal,Tablet,0
40,Female,North America,14,6,2,4,71.70617947284822,Credit Card,Desktop,0
27,Female,Asia,12,10,4,1,32.75140095351935,PayPal,Mobile,0
18,Male,North America,12,10,2,3,43.057235642987976,Credit Card,Mobile,0
18,Male,Europe,12,9,3,0,72.3825945765503,Direct Debit,Tablet,1
35,Male,Asia,10,10,1,4,42.634667294867064,Direct Debit,Tablet,0
37,Male,Asia,7,6,1,3,100.45457761397077,Credit Card,Tablet,0
25,Male,Europe,12,10,2,5,62.142049824082214,Credit Card,Mobile,0
41,Male,South America,20,10,1,2,50.0097866809399,Credit Card,Tablet,0
18,Male,Asia,7,7,1,4,40.33173317749925,PayPal,Desktop,0
34,Female,Asia,12,9,0,4,39.14374375038109,PayPal,Desktop,0
22,Female,North America,19,10,4,4,38.657224929432346,PayPal,Tablet,0
28,Female,North America,14,7,3,1,50.72303509298993,PayPal,Tablet,0
35,Male,North America,4,10,3,2,10.0,Direct Debit,Desktop,1
26,Female,Europe,6,9,3,2,11.038476999992675,Direct Debit,Desktop,1
31,Male,Europe,18,8,1,1,72.31745633765325,PayPal,Tablet,0
45,Female,Asia,14,7,1,5,68.53462194282352,Direct Debit,Tablet,0
29,Male,Asia,5,10,3,0,37.26835467239778,Direct Debit,Tablet,1
43,Male,Asia,15,10,1,3,89.1083129110352,PayPal,Mobile,0
23,Male,Asia,24,10,3,5,66.62122579430945,Direct Debit,Desktop,1
40,Male,South America,24,10,2,5,85.56989680906541,PayPal,Tablet,0
49,Female,Asia,24,10,0,0,58.931464676216116,Credit Card,Tablet,0
18,Male,Asia,15,10,0,1,76.22946614520927,Direct Debit,Mobile,0
27,Male,Europe,24,10,4,3,59.03801525383902,PayPal,Mobile,1
40,Male,North America,9,10,1,3,40.47014413969909,Credit Card,Tablet,0
32,Female,Asia,18,10,4,1,27.005042088696662,Credit Card,Tablet,1
38,Male,South America,13,8,2,5,10.0,Direct Debit,Desktop,0
28,Female,Asia,21,10,3,1,42.19654746253054,PayPal,Tablet,0
35,Female,North America,17,10,3,3,45.90985725899851,PayPal,Mobile,0
33,Female,Europe,14,10,4,0,30.99503504108833,Credit Card,Tablet,1
46,Male,Asia,17,10,4,4,50.015556246514365,PayPal,Mobile,0
37,Male,Asia,3,9,1,1,51.55761399250204,Direct Debit,Tablet,1
38,Female,Asia,8,10,4,0,29.674815605782648,PayPal,Tablet,1
30,Male,Europe,7,10,3,1,47.18037810615316,Direct Debit,Tablet,1
30,Female,Europe,11,9,2,2,86.70667281131341,Credit Card,Mobile,0
30,Female,Europe,10,10,3,1,46.519062206001955,PayPal,Desktop,1
38,Male,South America,1,6,4,3,10.0,Direct Debit,Mobile,1
30,Female,North America,8,10,2,1,42.4743148558286,Direct Debit,Desktop,0
37,Male,South America,14,6,2,1,54.65514372547722,Direct Debit,Tablet,0
55,Male,Asia,7,7,1,5,71.48520733506095,Direct Debit,Mobile,0
43,Male,North America,24,10,3,1,15.052204700673876,Credit Card,Mobile,1
31,Male,Asia,11,8,0,2,49.20778801962468,Direct Debit,Tablet,0
47,Female,North America,7,10,4,0,94.98964217172464,Credit Card,Mobile,1
30,Male,North America,22,10,2,1,98.51983877687329,Direct Debit,Mobile,0
18,Female,Europe,6,7,3,2,69.81947633703234,Credit Card,Mobile,1
24,Male,Asia,24,10,4,3,52.402484174916474,PayPal,Tablet,0
18,Female,Asia,13,10,2,0,56.25478216475131,Credit Card,Tablet,0
31,Female,South America,21,10,1,2,56.37320100225003,PayPal,Tablet,0
35,Female,Europe,14,7,0,5,62.148819657842715,PayPal,Mobile,1
51,Female,South America,4,10,2,5,75.51912340914186,Direct Debit,Tablet,0
38,Male,Asia,24,10,1,2,50.14510571319643,PayPal,Mobile,0
32,Male,North America,5,7,4,4,80.60089189471327,Direct Debit,Tablet,1
43,Male,North America,24,10,1,4,30.442510915761567,Credit Card,Tablet,0
18,Male,North America,6,9,1,3,77.07493170029568,PayPal,Desktop,0
37,Female,Asia,4,6,0,0,38.960479644442124,Direct Debit,Tablet,0
42,Male,North America,24,10,2,5,56.61287301613338,PayPal,Mobile,0
20,Female,North America,7,9,3,3,33.997000590550314,PayPal,Mobile,1
46,Female,North America,1,6,6,1,41.94897657953668,Credit Card,Mobile,1
38,Male,South America,15,10,2,4,50.69415282170846,PayPal,Desktop,0
30,Female,Asia,9,9,1,4,67.21936527675744,Direct Debit,Tablet,0
41,Male,Europe,6,6,2,4,57.067757371032144,PayPal,Mobile,0
57,Male,South America,7,7,5,4,43.48932237753908,Credit Card,Tablet,1
36,Male,North America,13,5,1,2,62.41400782207257,Direct Debit,Tablet,0
37,Male,North America,15,10,1,2,57.809853847849794,PayPal,Mobile,0
30,Male,Asia,9,10,1,0,59.92553559713938,PayPal,Tablet,0
26,Female,Asia,24,10,1,2,26.992607600047304,PayPal,Tablet,0
43,Female,Europe,2,9,4,1,40.49504573796365,PayPal,Mobile,1
26,Female,North America,22,10,1,1,40.07158812314741,Direct Debit,Mobile,0
35,Male,Asia,15,10,0,1,48.642704999583444,Direct Debit,Mobile,0
30,Female,Asia,13,9,1,0,68.52270157656925,Direct Debit,Desktop,0
39,Female,Asia,24,10,5,5,55.88314882029896,Direct Debit,Tablet,0
38,Male,Europe,7,5,4,1,57.448020894856725,PayPal,Tablet,1
45,Female,South America,23,10,0,0,67.32392922140102,Credit Card,Tablet,0
29,Female,Asia,5,7,1,3,72.84314800744028,Credit Card,Mobile,1
32,Female,Europe,11,10,1,3,68.25363143763684,Credit Card,Tablet,0
25,Male,Asia,7,9,4,5,96.38024067285082,PayPal,Desktop,1
30,Female,Europe,24,10,4,4,61.19331814371375,Direct Debit,Tablet,1
38,Male,South America,6,7,3,0,57.943539394339886,Credit Card,Desktop,1
42,Female,South America,8,10,4,2,64.76222070652373,PayPal,Desktop,1
25,Male,North America,18,10,1,5,13.149774593570612,Credit Card,Tablet,0
43,Female,Asia,6,6,1,3,57.11579135500783,Credit Card,Desktop,0
48,Male,North America,5,6,1,0,45.99111873626267,PayPal,Tablet,0
39,Male,Europe,4,10,3,3,20.6567847595217,Direct Debit,Desktop,1
53,Female,Asia,17,6,3,5,38.09366965848773,PayPal,Tablet,0
27,Female,South America,24,10,2,2,66.45369093061618,Direct Debit,Desktop,0
22,Male,Europe,9,10,3,3,61.41381203981025,Credit Card,Mobile,1
18,Female,North America,18,10,4,4,33.65288259916043,Credit Card,Desktop,0
49,Female,South America,24,10,2,5,69.3618509128612,Direct Debit,Tablet,0
41,Female,Europe,24,10,0,5,51.21354348787029,PayPal,Tablet,0
34,Female,South America,15,7,3,3,69.25629789695063,Direct Debit,Mobile,0
37,Female,Europe,2,7,1,1,12.998285610202089,Credit Card,Desktop,0
23,Female,North America,14,10,0,2,61.99578646351667,Direct Debit,Tablet,0
59,Female,South America,12,10,3,5,66.9382310068847,PayPal,Tablet,0
36,Male,South America,7,6,4,1,77.10791922772886,Direct Debit,Mobile,1
36,Female,Asia,4,4,4,3,61.03265324403121,Credit Card,Desktop,1
42,Female,South America,4,5,1,4,10.0,Direct Debit,Mobile,1
39,Female,South America,19,10,5,2,67.23143705769938,Credit Card,Tablet,1
37,Female,Europe,24,10,1,4,11.322754774469487,PayPal,Desktop,0
27,Female,Europe,18,9,1,3,10.0,PayPal,Tablet,0
39,Female,Asia,7,8,2,0,54.64654489826104,Direct Debit,Tablet,0
53,Male,Asia,4,6,5,4,54.207391720155755,Direct Debit,Desktop,1
48,Male,North America,2,8,2,2,50.026054083312864,PayPal,Mobile,0
50,Male,Europe,4,9,6,5,41.130104780187914,Credit Card,Mobile,1
29,Female,North America,5,8,2,4,50.0717243509648,Credit Card,Desktop,0
25,Male,Europe,9,9,2,2,27.405625255214492,Credit Card,Desktop,0
33,Male,Asia,7,10,0,4,50.560457827822724,Credit Card,Tablet,0
35,Male,Asia,1,10,1,5,42.08208878372426,PayPal,Mobile,0
45,Female,South America,1,10,1,5,41.54858654544121,Credit Card,Mobile,0
18,Male,South America,24,10,2,0,51.42677176568413,Credit Card,Desktop,0
50,Male,Europe,3,6,1,5,75.90484843813284,Credit Card,Desktop,1
33,Female,Asia,14,7,1,4,38.583874749589924,Direct Debit,Desktop,0
30,Male,Europe,8,10,0,1,76.47956650761905,PayPal,Desktop,0
24,Male,Asia,17,10,2,3,47.5988389714412,Direct Debit,Tablet,0
18,Male,Europe,7,8,2,2,52.27242361518631,Direct Debit,Desktop,0
43,Female,Asia,7,9,3,5,58.87322970327869,Credit Card,Desktop,1
35,Male,South America,3,7,2,3,44.40520188237724,Credit Card,Desktop,1
22,Female,Asia,14,9,1,3,35.29453301847509,PayPal,Tablet,0
22,Male,Europe,6,10,0,4,44.86828992707364,Direct Debit,Mobile,0
31,Female,South America,15,10,1,3,64.07353807027766,Credit Card,Mobile,0
51,Female,Asia,15,10,2,1,38.54658930771364,Direct Debit,Desktop,0
32,Female,Europe,12,6,2,2,35.120032873046625,PayPal,Tablet,0
19,Male,Asia,24,10,1,3,47.482731750093166,PayPal,Mobile,0
32,Female,Asia,7,9,1,0,38.85372968132316,Direct Debit,Desktop,0
32,Female,Europe,6,9,3,0,61.40889108492834,PayPal,Mobile,1
18,Female,Europe,6,10,2,1,101.12326379849435,PayPal,Tablet,0
34,Female,North America,9,8,3,3,51.066281460436024,Direct Debit,Tablet,0
32,Male,North America,6,4,0,0,35.65274474866908,Credit Card,Desktop,0
41,Male,Asia,1,8,3,0,29.38971625529384,Credit Card,Mobile,1
53,Male,South America,3,8,2,2,29.266756974405737,Direct Debit,Tablet,1
46,Female,North America,3,8,4,0,20.568250443923816,Credit Card,Desktop,1
32,Female,Asia,6,8,3,0,59.14273922998906,Direct Debit,Tablet,1
23,Male,North America,10,7,1,1,36.61162681984118,Credit Card,Desktop,1
60,Male,North America,24,10,4,3,70.47372169266711,Credit Card,Desktop,1
35,Female,Europe,24,10,2,5,55.990858215314695,Direct Debit,Tablet,0
35,Male,Asia,1,10,2,0,80.83237274056401,Credit Card,Mobile,1
34,Female,Europe,24,10,1,5,41.433215679168065,Direct Debit,Desktop,0
36,Male,Europe,3,10,7,2,72.18364343922882,Credit Card,Mobile,1
33,Male,North America,14,10,3,3,37.87600708917642,Credit Card,Tablet,0
29,Female,Europe,12,7,2,4,38.79681681286634,Credit Card,Tablet,0
29,Male,North America,24,10,1,1,33.52943786707247,PayPal,Desktop,0
34,Male,North America,16,10,0,3,10.0,Credit Card,Tablet,0
29,Female,South America,16,10,2,3,95.45839029754977,Direct Debit,Desktop,0
27,Male,Asia,24,10,3,4,92.77210686753577,Direct Debit,Desktop,1
36,Female,Asia,2,8,1,3,43.95555401366265,Credit Card,Desktop,0
32,Female,Asia,13,10,0,5,56.21019104248339,Credit Card,Desktop,0
50,Male,Europe,1,8,2,0,33.1319140699659,PayPal,Desktop,1
18,Male,Asia,6,10,0,0,10.0,PayPal,Desktop,0
45,Female,South America,14,9,2,4,43.72882382682852,PayPal,Desktop,0
47,Female,Europe,11,6,2,5,53.30235078445286,Credit Card,Desktop,0
18,Female,Asia,6,10,1,0,31.181593783945658,PayPal,Mobile,0
31,Male,North America,13,10,1,3,51.37833872879132,Credit Card,Desktop,0
31,Female,South America,24,10,2,5,67.09992430291484,Credit Card,Desktop,0
20,Male,South America,6,8,0,5,63.127804645401895,Credit Card,Desktop,0
27,Female,South America,7,10,4,3,52.90260928422341,PayPal,Mobile,0
23,Female,Europe,18,10,1,3,63.42803601053056,Credit Card,Tablet,0
