Age,Gender,Region,DeviceType,SubscriptionLength,UsageFrequency,Complaints,PromotionsUsed,PromotionsDriven,AverageSpending,PaymentMethod,DeviceType,CustomerChurned
45,Female,Asia,Desktop,20,10,2,2,0,49.10721595466173,Direct Debit,Mobile,0
43,Female,Europe,Mobile,1,7,2,5,1,37.94896217106738,Credit Card,Mobile,0
43,Male,Asia,Tablet,17,9,1,4,0,42.19187494405547,Credit Card,Mobile,0
48,Male,Europe,Mobile,24,9,1,1,0,62.84482330899468,PayPal,Mobile,0
35,Female,Europe,Mobile,3,9,3,0,0,60.91500483752537,Direct Debit,Tablet,1
41,Female,Europe,Desktop,22,10,2,5,0,51.87160109956568,Credit Card,Mobile,0
31,Female,South America,Desktop,12,10,4,4,0,90.68829061197422,Credit Card,Tablet,1
38,Male,South America,Mobile,24,10,8,2,0,65.51824339392128,PayPal,Mobile,0
33,Female,North America,Desktop,24,10,1,3,0,22.826571293774897,Credit Card,Desktop,0
35,Female,North America,Mobile,22,10,0,1,0,61.25266646321706,Credit Card,Desktop,0
40,Female,South America,Desktop,10,7,2,0,0,68.36833381787949,Credit Card,Desktop,1
26,Female,South America,Desktop,24,10,4,4,0,49.83833138674967,PayPal,Tablet,0
55,Female,Asia,Mobile,1,7,2,5,1,48.50773957901162,PayPal,Mobile,1
24,Male,South America,Desktop,9,10,1,5,0,58.838571800375966,Credit Card,Tablet,0
22,Male,Asia,Desktop,24,10,0,1,0,102.29008756040159,Credit Card,Desktop,0
46,Female,Europe,Desktop,4,4,2,4,0,33.59405058161791,Direct Debit,Mobile,0
42,Male,Europe,Tablet,13,8,1,3,0,43.328150746260775,Credit Card,Mobile,0
41,Female,North America,Mobile,24,5,0,2,0,76.953871370627,Credit Card,Mobile,0
41,Male,Asia,Mobile,18,10,5,5,0,23.242264059309562,Direct Debit,Tablet,1
34,Male,Asia,Desktop,22,10,2,5,0,83.03734914305636,PayPal,Mobile,0
26,Female,Asia,Desktop,24,10,1,2,0,52.123443666167724,Credit Card,Tablet,0
35,Male,North America,Desktop,2,6,2,0,1,41.39877700667846,Direct Debit,Desktop,0
28,Male,South America,Desktop,5,10,2,1,0,67.79642881772894,PayPal,Mobile,1
44,Male,Europe,Mobile,19,10,3,3,0,85.95613820236356,PayPal,Tablet,0
33,Female,Europe,Mobile,20,10,0,5,0,85.31132295852358,Direct Debit,Tablet,0
26,Male,Asia,Desktop,24,10,3,4,0,94.50629787466394,Credit Card,Desktop,0
31,Male,Europe,Mobile,9,10,1,5,0,85.11757591826242,Credit Card,Tablet,0
39,Female,South America,Desktop,24,10,4,4,0,10.0,Direct Debit,Tablet,1
29,Male,Asia,Desktop,6,8,1,1,0,78.69777873647433,Direct Debit,Desktop,0
26,Female,North America,Mobile,7,10,0,5,0,83.87191135559016,Direct Debit,Desktop,1
37,Male,South America,Desktop,8,10,1,4,0,78.10011019125622,Direct Debit,Desktop,0
37,Male,Asia,Mobile,15,10,1,4,0,85.95921175911718,PayPal,Desktop,0
29,Female,South America,Mobile,12,10,1,1,0,56.95047097450026,PayPal,Tablet,0
30,Male,Asia,Tablet,14,10,5,2,0,37.68142145599765,PayPal,Tablet,1
37,Male,Europe,Tablet,3,7,2,2,1,44.2636611618167,Credit Card,Tablet,0
20,Female,North America,Desktop,8,10,2,2,0,33.886283190918164,PayPal,Mobile,1
20,Female,South America,Mobile,24,10,2,5,0,45.51268611417771,Direct Debit,Desktop,0
27,Female,South America,Desktop,8,6,4,2,0,75.72090434878744,PayPal,Tablet,0
32,Male,Asia,Tablet,12,10,0,2,0,42.64545769904067,PayPal,Mobile,0
38,Female,Asia,Desktop,24,10,4,4,0,75.48268809532841,Direct Debit,Desktop,1
49,Male,South America,Mobile,3,6,1,2,0,45.14127407069887,Direct Debit,Mobile,1
43,Female,Europe,Mobile,10,9,2,1,0,95.50587386554861,Credit Card,Tablet,0
33,Female,South America,Mobile,24,10,3,5,0,48.06542740183702,Direct Debit,Mobile,1
34,Female,Europe,Mobile,13,7,0,5,0,70.01903260714175,PayPal,Tablet,0
24,Male,South America,Desktop,23,10,3,4,0,92.72607337029534,Credit Card,Mobile,1
34,Male,Asia,Mobile,16,9,0,2,0,24.641909668786617,Credit Card,Mobile,0
32,Female,Europe,Desktop,8,10,4,4,0,63.66735874388357,Direct Debit,Tablet,0
38,Female,North America,Mobile,6,9,1,5,0,92.06469133790566,PayPal,Tablet,0
26,Male,North America,Mobile,24,10,5,4,0,53.828793318579756,PayPal,Desktop,0
40,Female,Asia,Desktop,8,9,3,4,0,92.32767737339503,Credit Card,Mobile,1
50,Male,South America,Desktop,15,10,4,2,0,54.704767909044094,Credit Card,Tablet,0
33,Male,South America,Desktop,24,10,3,5,0,58.98243072029429,PayPal,Tablet,1
39,Female,North America,Mobile,10,8,1,4,0,47.43589018003276,Credit Card,Tablet,0
41,Female,Europe,Desktop,10,7,4,1,0,10.0,PayPal,Tablet,1
30,Male,Europe,Desktop,5,8,6,4,0,103.66052785992039,Direct Debit,Mobile,1
37,Male,South America,Mobile,9,10,3,1,0,109.64819664746888,Credit Card,Tablet,1
35,Male,Europe,Tablet,3,8,4,0,1,65.99243075744349,Direct Debit,Mobile,0
35,Male,North America,Desktop,3,10,3,3,1,47.14115753419794,Direct Debit,Mobile,1
27,Male,Europe,Desktop,5,10,0,2,0,48.52617090654427,Direct Debit,Desktop,0
35,Male,Asia,Mobile,2,10,2,3,1,95.17148692701365,PayPal,Desktop,0
39,Male,Europe,Mobile,14,10,1,2,0,62.032104795802894,Credit Card,Tablet,0
49,Male,North America,Mobile,24,10,0,3,0,41.47409925089346,PayPal,Desktop,0
44,Female,Europe,Tablet,6,7,2,0,0,82.15388258194207,Direct Debit,Mobile,0
56,Male,North America,Mobile,6,8,2,1,0,75.7879440016048,Direct Debit,Desktop,1
27,Male,South America,Mobile,22,10,2,5,0,72.6352579837299,PayPal,Tablet,0
43,Female,Europe,Desktop,1,6,4,0,1,39.81073734732204,PayPal,Desktop,1
36,Female,Europe,Tablet,24,10,1,1,0,55.16198731760604,Credit Card,Desktop,0
56,Male,Europe,Desktop,1,10,5,3,1,45.691466571948325,PayPal,Desktop,1
26,Female,North America,Desktop,6,7,3,1,0,69.00434666603083,Direct Debit,Tablet,1
26,Female,North America,Desktop,7,8,2,5,0,29.937441058909137,Credit Card,Desktop,0
29,Male,North America,Mobile,24,10,3,2,0,32.151097517664645,Credit Card,Mobile,0
18,Female,Europe,Desktop,15,9,0,3,0,80.75108980603879,Direct Debit,Desktop,0
29,Male,North America,Mobile,15,10,2,2,0,16.112096696286976,Direct Debit,Mobile,0
27,Female,South America,Mobile,24,10,1,1,0,60.10095871826059,PayPal,Desktop,0
36,Female,Asia,Desktop,20,10,3,3,0,56.110863608358365,Credit Card,Tablet,1
38,Female,Europe,Mobile,24,10,3,1,0,58.08032443255422,Credit Card,Desktop,0
53,Female,Asia,Mobile,19,10,2,5,0,49.98508372734234,PayPal,Mobile,0
44,Female,South America,Mobile,11,9,1,0,0,98.40509120724853,Credit Card,Tablet,0
29,Male,Europe,Desktop,5,7,4,3,0,50.90150480276514,Credit Card,Mobile,1
26,Female,Asia,Mobile,7,7,1,3,0,90.49043472501188,Direct Debit,Mobile,1
39,Female,Asia,Desktop,13,9,2,2,0,61.13594060182703,PayPal,Desktop,0
21,Male,Asia,Desktop,15,10,2,4,0,47.63713887853646,Direct Debit,Tablet,0
53,Male,South America,Tablet,2,8,6,3,1,10.0,Direct Debit,Mobile,1
46,Female,South America,Mobile,5,8,0,2,0,47.45746618902211,Credit Card,Tablet,1
30,Male,Europe,Desktop,24,10,0,1,0,86.85959272352123,Direct Debit,Tablet,0
18,Female,North America,Mobile,19,10,2,4,0,84.04811404279452,PayPal,Desktop,0
48,Male,North America,Mobile,2,10,2,2,1,68.79518074468238,PayPal,Tablet,0
33,Female,Europe,Tablet,22,10,1,5,0,47.24315687046417,PayPal,Desktop,0
47,Male,Asia,Desktop,1,4,1,0,0,36.560520109412934,PayPal,Desktop,0
19,Male,Asia,Desktop,24,10,2,4,0,47.12979410920046,PayPal,Tablet,0
29,Male,South America,Desktop,24,10,3,3,0,49.98971679341636,PayPal,Mobile,0
35,Female,Europe,Mobile,12,10,3,2,0,68.16822537771606,PayPal,Desktop,0
35,Male,North America,Mobile,2,5,3,4,1,42.539408825196574,Direct Debit,Tablet,1
30,Male,Europe,Mobile,5,10,1,2,0,117.27585894039814,Credit Card,Mobile,0
41,Male,Asia,Mobile,11,8,3,4,0,50.8150712738184,PayPal,Mobile,1
24,Female,Asia,Desktop,6,9,3,4,0,76.29570711371723,Credit Card,Desktop,1
33,Female,North America,Mobile,24,10,1,5,0,53.671680829088686,Direct Debit,Mobile,0
36,Male,Europe,Mobile,10,10,0,3,0,64.19600272444438,Credit Card,Tablet,0
40,Female,Asia,Mobile,6,8,1,1,0,58.66546420383726,Direct Debit,Desktop,0
42,Female,Europe,Mobile,1,7,4,5,1,51.21947192788174,Direct Debit,Mobile,1
23,Female,North America,Mobile,19,10,3,1,0,29.019615627911435,PayPal,Tablet,0
19,Female,South America,Desktop,16,10,3,5,0,83.15400495058464,PayPal,Tablet,0
47,Male,North America,Mobile,7,10,1,3,0,65.41874972222868,Credit Card,Desktop,0
38,Female,South America,Desktop,24,10,0,2,0,68.54086079313409,Direct Debit,Mobile,0
27,Male,North America,Mobile,11,10,2,5,0,87.32855907130734,Credit Card,Mobile,0
50,Male,South America,Mobile,3,7,3,3,1,80.41510775593176,Credit Card,Tablet,1
36,Female,South America,Mobile,13,8,5,4,0,48.33327189596073,Direct Debit,Tablet,0
46,Male,North America,Tablet,24,10,5,3,0,68.42078037822778,PayPal,Mobile,1
35,Male,Asia,Desktop,24,10,3,4,0,52.864257335864465,Direct Debit,Desktop,0
55,Male,Europe,Desktop,1,8,3,1,1,51.44750135791109,Direct Debit,Desktop,1
52,Female,South America,Mobile,4,5,4,2,0,66.27390574335091,PayPal,Desktop,1
32,Male,Asia,Mobile,12,7,5,3,0,84.13595261749367,Direct Debit,Desktop,1
44,Male,Asia,Desktop,16,10,0,4,0,97.64306049450309,PayPal,Mobile,0
41,Female,Europe,Desktop,5,10,2,5,0,45.38330654738597,Direct Debit,Tablet,0
48,Male,Europe,Tablet,9,6,3,2,0,37.77406387556876,Direct Debit,Desktop,0
25,Female,North America,Tablet,10,10,2,5,0,63.80126289501777,Direct Debit,Tablet,0
41,Male,North America,Desktop,1,5,2,2,1,54.455187343708005,Credit Card,Desktop,1
45,Female,Europe,Desktop,7,8,4,1,0,32.389631690305684,Credit Card,Tablet,1
18,Male,South America,Mobile,24,10,2,4,0,65.8735050313665,Direct Debit,Mobile,0
23,Male,South America,Desktop,11,9,2,4,0,59.500938071574524,PayPal,Mobile,0
18,Female,South America,Desktop,15,10,1,5,0,42.439976661742946,PayPal,Tablet,0
32,Female,North America,Desktop,5,10,0,3,0,63.190250407124225,Credit Card,Tablet,0
42,Female,South America,Mobile,18,9,2,1,0,69.4850215351733,PayPal,Tablet,0
50,Female,North America,Mobile,24,10,2,2,0,85.26611223141693,Direct Debit,Tablet,0
35,Male,South America,Mobile,24,10,1,5,0,29.668691107327056,Direct Debit,Tablet,0
51,Female,Asia,Desktop,3,6,3,1,1,82.53059813164177,Credit Card,Desktop,1
21,Male,Europe,Desktop,8,10,1,5,0,79.92354781938573,Direct Debit,Tablet,0
18,Male,Europe,Desktop,24,10,2,5,0,96.45432900242724,Direct Debit,Tablet,0
34,Female,Europe,Desktop,24,10,1,2,0,74.08046942026093,PayPal,Tablet,0
38,Male,South America,Desktop,24,9,1,5,0,81.82875191799187,PayPal,Desktop,0
34,Female,Asia,Tablet,6,10,2,3,0,49.56228705086765,Credit Card,Desktop,0
18,Male,North America,Desktop,11,10,2,3,0,85.57677308399437,Credit Card,Desktop,0
34,Female,North America,Desktop,7,10,2,1,0,50.77478859914264,PayPal,Desktop,0
21,Male,North America,Desktop,11,10,2,2,0,23.12883891486603,Credit Card,Desktop,0
41,Female,North America,Mobile,5,7,1,4,0,107.1109724473596,Direct Debit,Tablet,0
38,Male,South America,Tablet,9,10,0,3,0,91.2263546936509,Direct Debit,Tablet,0
25,Male,Europe,Mobile,10,7,2,4,0,67.96117178662678,Credit Card,Mobile,1
29,Male,Europe,Mobile,11,7,4,3,0,51.30593026164847,Direct Debit,Desktop,1
24,Male,Europe,Tablet,6,7,3,0,0,95.53071348967045,PayPal,Desktop,1
34,Male,Europe,Mobile,6,9,3,4,0,66.073308881373,PayPal,Tablet,1
44,Male,Asia,Desktop,20,10,2,5,0,65.89391630387013,PayPal,Desktop,0
25,Male,Asia,Desktop,14,10,0,2,0,52.32161310907189,PayPal,Mobile,0
40,Male,South America,Desktop,5,8,2,3,0,86.31691032703108,PayPal,Tablet,0
29,Female,North America,Mobile,19,10,3,2,0,104.5960250233563,Direct Debit,Tablet,0
27,Male,Asia,Desktop,12,10,2,5,0,60.07676459653452,PayPal,Tablet,0
33,Female,Asia,Mobile,24,10,3,4,0,60.76307572516258,Direct Debit,Tablet,0
24,Female,Asia,Desktop,12,9,1,0,0,60.0744272867033,PayPal,Desktop,0
29,Female,Asia,Desktop,24,10,1,1,0,50.72822273139688,PayPal,Tablet,0
23,Male,North America,Desktop,5,9,1,3,0,65.7983948497237,PayPal,Desktop,0
54,Male,South America,Mobile,11,10,1,4,0,51.56435243872332,Credit Card,Mobile,0
35,Female,South America,Desktop,1,4,3,3,1,73.01209139381642,Direct Debit,Mobile,1
28,Male,Europe,Desktop,18,10,4,1,0,41.216563883394514,Direct Debit,Mobile,1
37,Male,Europe,Mobile,11,7,3,5,0,66.53138997870212,PayPal,Mobile,1
33,Female,North America,Mobile,11,6,3,3,0,88.70879750330275,PayPal,Mobile,1
32,Male,South America,Desktop,14,10,0,1,0,40.410260771039034,Credit Card,Mobile,0
41,Female,Asia,Desktop,2,9,3,2,1,15.643541442238217,PayPal,Desktop,1
42,Female,Europe,Desktop,4,3,1,5,0,55.73964986368901,PayPal,Desktop,1
29,Male,Asia,Desktop,8,7,2,3,0,36.09654355877642,PayPal,Mobile,0
29,Female,South America,Desktop,5,5,4,4,0,58.301990522117336,PayPal,Desktop,1
32,Female,North America,Desktop,7,10,2,3,0,81.06216929120443,Direct Debit,Mobile,0
18,Female,Asia,Desktop,18,10,2,1,0,46.23852389682247,Credit Card,Tablet,0
19,Female,South America,Tablet,6,10,2,4,0,67.94209324136503,Credit Card,Tablet,1
48,Male,Asia,Desktop,8,10,0,2,0,47.809985679130904,PayPal,Mobile,1
51,Female,South America,Mobile,16,10,1,5,0,99.12494693942521,Credit Card,Tablet,0
32,Female,South America,Desktop,24,10,3,2,0,71.70370758988413,Direct Debit,Tablet,1
40,Male,Asia,Desktop,24,10,1,2,0,49.903976321155454,Direct Debit,Desktop,0
38,Female,Asia,Desktop,7,10,1,1,0,60.091599835544265,Direct Debit,Mobile,1
65,Male,Europe,Mobile,8,6,6,1,0,68.98239175500159,Credit Card,Tablet,1
46,Female,South America,Desktop,24,10,0,4,0,74.25275374696699,Direct Debit,Mobile,0
33,Male,Europe,Tablet,19,10,1,1,0,77.52219637671624,Direct Debit,Tablet,0
25,Male,South America,Mobile,16,10,4,4,0,51.4112834527151,Direct Debit,Tablet,1
18,Female,Europe,Mobile,9,10,0,5,0,66.43376630914386,PayPal,Tablet,0
37,Male,Asia,Mobile,24,10,1,2,0,59.911000586331454,PayPal,Tablet,0
27,Male,South America,Tablet,19,8,2,3,0,73.18383422058407,Credit Card,Tablet,0
20,Female,Asia,Desktop,24,10,1,2,0,77.67988043273422,Credit Card,Tablet,0
28,Male,Asia,Desktop,9,10,4,2,0,50.605949390182325,PayPal,Mobile,0
24,Female,Asia,Mobile,7,10,1,1,0,100.60539934707305,Direct Debit,Tablet,0
51,Female,Europe,Tablet,9,10,1,1,0,46.48766452555995,PayPal,Tablet,0
43,Male,Europe,Mobile,20,10,1,5,0,77.53238538926519,Credit Card,Mobile,0
34,Female,Europe,Mobile,9,8,0,0,0,45.55256700399319,Direct Debit,Desktop,0
49,Female,Asia,Desktop,24,10,3,5,0,41.45164384879395,Direct Debit,Mobile,0
35,Male,Europe,Mobile,5,6,4,3,0,45.048130579888074,Credit Card,Tablet,1
26,Male,South America,Mobile,19,10,6,5,0,66.33681253273113,Direct Debit,Mobile,0
50,Male,Europe,Desktop,15,8,2,3,0,89.542101779831,Credit Card,Mobile,0
40,Female,Europe,Tablet,15,10,1,2,0,50.41088910925353,PayPal,Tablet,0
24,Male,Asia,Mobile,14,9,0,1,0,106.5814179365625,Direct Debit,Tablet,0
33,Male,Europe,Desktop,24,10,3,2,0,36.74335461006844,Credit Card,Desktop,0
26,Male,Europe,Mobile,20,10,4,4,0,75.45732369726893,PayPal,Desktop,0
21,Female,Europe,Desktop,22,10,1,3,0,87.24622128700562,Direct Debit,Mobile,0
44,Female,Europe,Tablet,24,10,7,2,0,56.01054271483423,PayPal,Desktop,0
54,Female,Asia,Desktop,5,5,1,0,0,55.03213931136918,Credit Card,Mobile,0
21,Female,Asia,Desktop,24,10,3,5,0,83.47986731460483,PayPal,Mobile,1
40,Female,Europe,Desktop,24,10,3,1,0,43.21344269453282,Credit Card,Mobile,1
28,Male,Asia,Tablet,22,10,4,2,0,50.39283409396974,PayPal,Mobile,1
30,Male,Asia,Desktop,14,10,2,4,0,77.5532837816928,Credit Card,Tablet,0
29,Female,Asia,Desktop,5,6,0,1,0,31.62781042153991,Direct Debit,Mobile,0
26,Male,Europe,Mobile,21,10,0,1,0,42.980543952362154,PayPal,Desktop,0
35,Male,Asia,Mobile,24,10,0,1,0,78.35852548264899,PayPal,Mobile,0
26,Male,South America,Mobile,12,9,1,1,0,62.71687398143854,PayPal,Mobile,1
37,Female,North America,Mobile,2,9,2,2,1,65.18103778833036,PayPal,Desktop,0
34,Male,Europe,Mobile,21,10,2,4,0,50.25940607943631,PayPal,Desktop,0
32,Female,South America,Mobile,16,9,5,0,0,73.06329069419063,Direct Debit,Desktop,1
25,Female,Asia,Desktop,24,10,2,1,0,45.56758651370956,Direct Debit,Desktop,0
29,Male,Europe,Desktop,7,10,2,5,0,41.679833571957374,PayPal,Desktop,0
42,Male,Europe,Desktop,4,8,1,4,0,73.21446268678923,Credit Card,Tablet,0
40,Male,North America,Mobile,23,10,1,3,0,32.656480020738286,Credit Card,Mobile,0
25,Male,Asia,Mobile,17,9,0,5,0,39.57196147303299,Direct Debit,Desktop,0
35,Female,Europe,Tablet,20,10,2,5,0,43.05557790743536,Direct Debit,Mobile,0
42,Male,North America,Desktop,14,10,3,5,0,47.61897958805972,PayPal,Desktop,1
18,Female,South America,Mobile,8,10,1,3,0,100.50174947633055,Credit Card,Tablet,0
40,Male,South America,Desktop,11,10,1,5,0,70.52555871951536,Direct Debit,Tablet,0
28,Female,South America,Desktop,24,10,2,5,0,64.10143399018261,PayPal,Mobile,0
40,Female,North America,Desktop,12,9,1,3,0,43.78201511816262,Credit Card,Desktop,0
27,Female,Asia,Desktop,17,10,2,3,0,22.30044855765906,Direct Debit,Tablet,0
18,Male,North America,Mobile,24,10,2,1,0,69.04178495192235,PayPal,Tablet,0
18,Male,Europe,Desktop,19,10,0,5,0,76.63079092065092,PayPal,Tablet,0
35,Male,Asia,Desktop,19,10,2,5,0,53.865055202269204,PayPal,Tablet,0
37,Male,Asia,Desktop,4,10,5,2,0,22.369982731467523,Direct Debit,Tablet,1
25,Male,Europe,Desktop,13,10,1,4,0,94.6708823112922,Credit Card,Tablet,0
41,Male,South America,Desktop,24,10,2,1,0,36.8225110778762,Direct Debit,Tablet,0
18,Male,Asia,Mobile,17,10,3,1,0,63.31744891289148,Direct Debit,Mobile,0
34,Female,Asia,Desktop,9,9,1,4,0,64.70322490716003,PayPal,Mobile,0
22,Female,North America,Desktop,8,10,2,1,0,65.4753279122938,PayPal,Mobile,0
28,Female,North America,Mobile,22,10,2,4,0,97.01782873517533,PayPal,Desktop,0
35,Male,North America,Mobile,14,7,0,3,0,55.757814292914894,Direct Debit,Mobile,0
26,Female,Europe,Mobile,13,10,0,5,0,69.54373791258217,Credit Card,Desktop,0
31,Male,Europe,Desktop,7,8,2,2,0,96.50182706739625,PayPal,Desktop,0
45,Female,Asia,Desktop,4,9,3,1,0,50.82282799365704,Credit Card,Mobile,1
29,Male,Asia,Mobile,24,10,2,2,0,70.81845863785914,Direct Debit,Desktop,0
43,Male,Asia,Desktop,5,8,1,0,0,47.720648497838056,Credit Card,Mobile,0
23,Male,Asia,Desktop,13,9,1,2,0,44.62554481713617,PayPal,Tablet,0
40,Male,South America,Desktop,4,5,2,2,0,59.049145836718786,Credit Card,Desktop,0
49,Female,Asia,Tablet,18,9,2,5,0,82.00861834634088,PayPal,Tablet,0
18,Male,Asia,Desktop,7,7,0,3,0,57.42308891131524,Credit Card,Desktop,0
27,Male,Europe,Tablet,24,10,2,4,0,53.463614438000384,Credit Card,Desktop,0
40,Male,North America,Mobile,7,7,2,1,0,10.0,Direct Debit,Mobile,1
32,Female,Asia,Desktop,11,10,6,2,0,32.16948625220096,Credit Card,Tablet,1
38,Male,South America,Desktop,24,10,4,1,0,50.76159709192499,Direct Debit,Tablet,0
28,Female,Asia,Desktop,8,10,2,3,0,47.50702798102564,Direct Debit,Tablet,0
35,Female,North America,Desktop,17,10,4,2,0,21.051947798308206,Credit Card,Mobile,0
33,Female,Europe,Desktop,24,10,2,5,0,62.52468790493327,Credit Card,Desktop,0
46,Male,Asia,Desktop,24,10,1,2,0,33.45565428756574,Credit Card,Tablet,0
37,Male,Asia,Mobile,16,9,2,4,0,32.701361788472425,Direct Debit,Desktop,0
38,Female,Asia,Desktop,3,8,3,1,1,75.60263901261263,PayPal,Desktop,1
30,Male,Europe,Mobile,24,10,2,5,0,96.08131324569476,Credit Card,Desktop,0
30,Female,Europe,Desktop,11,10,1,3,0,46.963786321716796,Direct Debit,Mobile,1
30,Female,Europe,Mobile,10,10,2,1,0,57.520791519344826,PayPal,Mobile,0
38,Male,South America,Mobile,5,7,1,3,0,66.14892507043928,Credit Card,Mobile,1
30,Female,North America,Mobile,5,10,4,5,0,51.82141452448093,Direct Debit,Mobile,1
37,Male,South America,Desktop,5,7,0,0,0,32.22208263694052,Credit Card,Tablet,1
55,Male,Asia,Desktop,24,8,2,5,0,79.57735048271668,PayPal,Mobile,0
43,Male,North America,Tablet,3,9,3,3,1,48.1402254920384,PayPal,Desktop,1
31,Male,Asia,Desktop,9,10,2,4,0,41.38518087601385,Direct Debit,Tablet,0
47,Female,North America,Mobile,17,7,3,3,0,51.99823748967248,Credit Card,Mobile,0
30,Male,North America,Desktop,5,9,6,1,0,55.036043173989725,PayPal,Mobile,1
18,Female,Europe,Mobile,24,10,2,4,0,39.577690775188486,Credit Card,Tablet,0
24,Male,Asia,Tablet,24,10,1,5,0,76.25508434790159,Credit Card,Desktop,0
18,Female,Asia,Desktop,6,10,2,2,0,43.65991373001221,Direct Debit,Tablet,0
31,Female,South America,Desktop,8,9,3,1,0,58.48614583038261,Direct Debit,Mobile,0
35,Female,Europe,Desktop,15,10,0,1,0,44.69552654973561,Credit Card,Mobile,0
51,Female,South America,Mobile,7,8,1,1,0,57.882798942508565,Direct Debit,Desktop,1
38,Male,Asia,Tablet,4,8,2,5,0,67.7985080797962,PayPal,Mobile,0
32,Male,North America,Mobile,11,10,2,3,0,75.8493430377336,Credit Card,Desktop,0
43,Male,North America,Tablet,17,10,1,4,0,66.51297513061843,Direct Debit,Tablet,0
18,Male,North America,Mobile,6,8,5,4,0,28.528995460484943,Credit Card,Tablet,1
37,Female,Asia,Desktop,18,10,2,3,0,78.31066455179682,Credit Card,Desktop,0
42,Male,North America,Tablet,3,6,3,5,1,93.22421680936418,Credit Card,Mobile,1
20,Female,North America,Mobile,22,10,3,1,0,38.71632919725813,Direct Debit,Tablet,1
46,Female,North America,Mobile,24,10,1,1,0,103.34341150703995,Credit Card,Tablet,0
38,Male,South America,Desktop,24,10,1,2,0,10.0,PayPal,Desktop,0
30,Female,Asia,Mobile,24,10,1,1,0,53.985872035545356,Credit Card,Tablet,0
41,Male,Europe,Mobile,2,10,3,5,1,59.592420978867665,Credit Card,Mobile,1
57,Male,South America,Mobile,24,8,1,0,0,50.30077539960725,Credit Card,Tablet,0
36,Male,North America,Desktop,2,7,4,5,1,69.9917690742391,Credit Card,Desktop,1
37,Male,North America,Desktop,1,6,3,5,1,20.03429522213372,PayPal,Tablet,1
30,Male,Asia,Desktop,7,8,0,1,0,90.31476920669311,PayPal,Tablet,0
26,Female,Asia,Tablet,5,8,2,3,0,69.68943606381413,Direct Debit,Mobile,1
43,Female,Europe,Mobile,1,7,4,0,1,85.5227092905298,PayPal,Desktop,1
26,Female,North America,Desktop,16,10,1,3,0,40.54379173225516,Direct Debit,Desktop,0
35,Male,Asia,Desktop,1,8,2,3,0,61.56373762543208,PayPal,Mobile,0
30,Female,Asia,Desktop,9,10,1,2,0,54.67478201222802,Credit Card,Desktop,0
39,Female,Asia,Tablet,7,10,2,3,0,34.394715571064566,PayPal,Mobile,0
